,Year,Month,Time_Day,Country,Activity,Sex,Fatal_Injury,Age
1379,2005,March,Afternoon,Venezuela,Surfing,M,N,Unknown
1380,2005,March,Noon,Australia,Snorkeling,M,Y,26
1381,2005,March,Afternoon,Usa,Diving,M,N,45
1382,2005,March,Unknown,South africa,Unknown,M,N,51
1383,2005,March,Noon,New zealand,Fishing,M,N,Unknown
1384,2005,March,Unknown,Solomon islands,Diving,M,N,Unknown
1385,2005,February,Unknown,Australia,Swimming,M,N,18
1386,2005,February,Unknown,Usa,Spearfishing,M,N,Unknown
1387,2005,February,Noon,Usa,Surfing,M,N,Unknown
1388,2005,February,Unknown,Usa,Spearfishing,M,N,Unknown
1389,2005,February,Unknown,Brazil,Surfing,M,N,12
1390,2005,January,Unknown,Cuba,Swimming,M,N,19
1391,2005,January,Unknown,Australia,Spearfishing,M,N,Unknown
1392,2005,January,Noon,Australia,Attempting to drive shark away from sailing regatta,Unknown,N,Unknown
1393,2005,January,Noon,New zealand,Fishing,M,N,39
1394,2004,December,Unknown,Sri lanka,Swept out to sea by the tsunami she clung to a log for 24 hours,F,N,11
1395,2004,December,Afternoon,Australia,Scurfing surfboard being towed behind a boat ,M,Y,18
1396,2004,December,Noon,Australia,Spearfishing,M,Y,38
1397,2004,November,Afternoon,South africa,Surfing,M,N,20
1398,2004,November,Unknown,South africa,Playing,M,N,16
1399,2004,November,Morning,South africa,Swimming,F,Y,77
1400,2004,November,Noon,Usa,Surfing,Lli,N,38
1401,2004,November,Morning,Vanuatu,Snorkeling,M,N,30
1402,2004,November,Unknown,New caledonia,Diving,Unknown,N,Unknown
1403,2004,October,Noon,Cuba,Diving,M,N,40
1404,2004,October,Unknown,New zealand,Unknown,Unknown,N,Unknown
1405,2004,October,Morning,South africa,Chumming for white sharks,M,N,52
1406,2004,October,Noon,Australia,Surfing,M,N,59
1407,2004,October,Morning,Usa,Surfing,M,N,Unknown
1408,2004,October,Noon,Usa,Spearfishing,M,N,34
1409,2004,October,Morning,South africa,Surfing,M,N,34
1410,2004,October,Afternoon,Reunion,Body boarding,M,N,15
1411,2004,October,Afternoon,Usa,Surfing,M,N,16
1412,2004,October,Noon,Usa,Surfing,M,N,40
1413,2004,Septembrer,Noon,Australia,Spearfishing,Unknown,N,Unknown
1414,2004,Septembrer,Morning,Usa,Surfing,M,N,26
1415,2004,Septembrer,Morning,Usa,Surf fishing,M,N,Unknown
1416,2004,Septembrer,Unknown,Brazil,Swimming,Unknown,Y,Unknown
1417,2004,Septembrer,Afternoon,Usa,Jumping,F,N,17
1418,2004,August,Afternoon,Usa,Walking,F,N,38
1419,2004,August,Noon,Brazil,Bathing,M,N,24
1420,2004,August,Afternoon,Usa,Surfing,M,N,Unknown
1421,2004,August,Afternoon,Usa,Diving,M,Y,50
1422,2004,August,Evening,Usa,Swimming,M,N,47
1423,2004,August,Noon,Australia,Spearfishing,M,N,30
1424,2004,August,Unknown,South africa,Fishing,Unknown,N,Unknown
1425,2004,July,Noon,Usa,Surfing,F,N,20
1426,2004,July,Unknown,Russia,Diving,M,N,Unknown
1427,2004,July,Afternoon,Usa,Surfing,F,N,28
1428,2004,July,Afternoon,Usa,Swimming,F,N,13
1429,2004,July,Afternoon,Usa,Swimming,F,N,19
1430,2004,July,Evening,Usa,Wading,M,N,11
1431,2004,July,Unknown,Australia,Fishing,Unknown,N,Unknown
1432,2004,July,Unknown,Japan,Fishing,M,N,51
1433,2004,July,Noon,Australia,Surfing,M,Y,30
1434,2004,July,Unknown,Egypt,Snorkeling,F,N,Unknown
1435,2004,July,Afternoon,Usa,Wading,M,N,7
1436,2004,June,Morning,Usa,Surfing,M,N,45
1437,2004,June,Unknown,Australia,Crayfishing,M,N,Unknown
1438,2004,June,Unknown,Usa,In water with diving seabirds,F,N,Unknown
1439,2004,June,Afternoon,Australia,Body boarding,M,N,17
1440,2004,June,Afternoon,Usa,Swimming,M,N,8
1441,2004,June,Afternoon,South africa,Swimming,M,Y,21
1442,2004,May,Evening,Usa,Wading,M,N,16
1443,2004,May,Noon,Brazil,Swimming,M,N,17
1444,2004,May,Noon,Usa,Surfing,M,N,44
1445,2004,May,Noon,Usa,Boogie boarding,M,N,9
1446,2004,May,Unknown,Usa,Swimming,M,N,9
1447,2004,May,Noon,Usa,Unknown,F,N,9
1448,2004,May,Afternoon,Brazil,Wading,F,N,24
1449,2004,May,Afternoon,Bahamas,Free diving,M,N,63
1450,2004,May,Afternoon,Usa,Tandem surfing,M,N,28
1451,2004,May,Noon,Brazil,Swimming,M,Y,22
1452,2004,April,Morning,Australia,Diving,M,N,Unknown
1453,2004,April,Unknown,New zealand,Fishing,Unknown,N,Unknown
1454,2004,April,Unknown,Tonga,Five men on makeshift raft after their 10 m fishing boat capsized and sank in rough seas survivors rescued after 7 5 hours in the water,M,Y,Unknown
1455,2004,April,Unknown,Tonga,Five men on makeshift raft after their 10 m fishing boat capsized and sank in rough seas survivors rescued after 7 5 hours in the water,M,Y,Unknown
1456,2004,April,Morning,Usa,Surfing,M,Y,57
1457,2004,April,Noon,South africa,Surfing,M,N,16
1458,2004,April,Unknown,Usa,Surfing,F,Y,22
1459,2004,March,Unknown,Usa,Unknown,M,N,26
1460,2004,March,Morning,Usa,Surfing,M,N,20
1461,2004,March,Morning,Brazil,Body boarding,M,N,22
1462,2004,March,Afternoon,Usa,Surfing,M,N,Unknown
1463,2004,March,Afternoon,Reunion,Surfing,M,N,20
1464,2004,March,Morning,Usa,Swimming,M,N,61
1465,2004,March,Morning,Usa,Snorkeling,F,N,Unknown
1466,2004,March,Noon,New zealand,Spearfishing,M,N,Unknown
1467,2004,March,Morning,Usa,Surfing,M,N,51
1468,2004,March,Unknown,Australia,Spearfishing,M,N,47
1469,2004,February,Afternoon,Brazil,Swimming,M,Y,29
1470,2004,February,Evening,New zealand,Surfing,M,N,15
1471,2004,February,Unknown,Australia,Swimming,M,N,Unknown
1472,2004,February,Noon,Australia,Free diving,M,N,31
1473,2004,February,Unknown,Egypt,Snorkeling,M,Y,Unknown
1474,2004,February,Unknown,Australia,Snorkeling,M,N,22
1475,2004,January,Noon,Australia,Scuba diving,M,N,46
1476,2004,January,Unknown,Uruguay,Surfing,M,N,21
1477,2004,January,Unknown,New zealand,Boogie boarding,M,N,Unknown
1478,2004,January,Noon,Venezuela,Swimming,M,N,Unknown
1479,2004,January,Noon,Venezuela,Spearfishing,M,N,40
1480,2004,January,Unknown,South africa,Surf skiing,M,N,Unknown
1481,2004,January,Day,Australia,Diving,M,N,Unknown
1482,2004,January,Unknown,South africa,Surfing,M,N,22
1483,2004,January,Noon,New zealand,Kayaking,M,N,Unknown
1484,2004,January,Night,Egypt,Air disaster flash airlines boeing 737 crashed into the red sea,Unknown,Y,Unknown
1485,2004,Unknown,Morning,Australia,Surfing,M,N,Unknown
1486,2003,December,Unknown,South africa,Unknown,Unknown,N,Unknown
1487,2003,December,Unknown,Usa,Swimming,M,N,28
1488,2003,December,Noon,Usa,Swimming,M,N,13
1489,2003,December,Night,New zealand,Swimming,M,Y,45
1490,2003,December,Morning,Australia,Surfing,M,N,36
1491,2003,November,Noon,Australia,Swimming,M,N,Unknown
1492,2003,November,Noon,Australia,Swimming,M,N,Unknown
1493,2003,November,Morning,South africa,Spearfishing,M,Y,21
1494,2003,November,Afternoon,Usa,Surfing,F,N,35
1495,2003,November,Unknown,India,Swimming,M,N,35
1496,2003,November,Unknown,Usa,Surfing,M,N,24
1497,2003,November,Unknown,Egypt,Snorkeling,M,N,Unknown
1498,2003,November,Unknown,South africa,Surf skiing,Unknown,N,Unknown
1499,2003,November,Dusk,Australia,Standing,M,N,Unknown
1500,2003,November,Unknown,Panama,Spearfishing,M,N,Unknown
1501,2003,October,Afternoon,Usa,Surfing,M,N,18
1502,2003,October,Afternoon,Australia,Surfing,M,N,22
1503,2003,October,Morning,Usa,Surfing,F,N,13
1504,2003,October,Noon,Usa,Surfing,M,N,46
1505,2003,October,Noon,Usa,Snorkeling,M,N,56
1506,2003,October,,Usa,Surfing,M,N,19
1507,2003,October,,Usa,Swimming,M,Y,Unknown
1508,2003,October,Afternoon,Usa,Surfing,F,N,Unknown
1509,2003,October,Noon,Usa,Surfing,M,N,18
1510,2003,October,Noon,Usa,Surfing,M,N,30
1511,2003,October,Noon,Usa,Sitting on surfboard,M,N,50
1512,2003,October,Noon,Usa,Wading,F,N,41
1513,2003,Septembrer,Night,Fiji,Wading,M,Y,40
1514,2003,Septembrer,Morning,Usa,Surfing,M,N,16
1515,2003,Septembrer,Noon,Usa,Surfing,M,N,21
1516,2003,Septembrer,Afternoon,Usa,Surfing,M,N,19
1517,2003,Septembrer,Noon,Usa,Surfing,M,N,17
1518,2003,Septembrer,Afternoon,Usa,Surfing,M,N,30
1519,2003,Septembrer,Morning,South africa,Fishing,Unknown,N,36
1520,2003,Septembrer,Noon,Usa,Swimming,F,N,8
1521,2003,Septembrer,Afternoon,Usa,Body boarding,M,N,18
1522,2003,Septembrer,Noon,Usa,Standing,M,N,15
1523,2003,Septembrer,Noon,South africa,Body boarding,M,Y,19
1524,2003,Septembrer,Unknown,Usa,Wade fishing,M,N,Unknown
1525,2003,August,Noon,Usa,Fishing,M,N,Unknown
1526,2003,August,Morning,Usa,Swimming,F,Y,50
1527,2003,August,Night,Usa,Swimming,M,N,31
1528,2003,August,Morning,South africa,Sitting on surfboard,M,N,16
1529,2003,July,Unknown,Australia,Surf skiing,M,N,37
1530,2003,July,Afternoon,Usa,Surfing,M,N,18
1531,2003,July,Noon,Usa,Wading,F,N,15
1532,2003,July,Noon,Bahamas,Spearfishing,M,N,58
1533,2003,July,Morning,Usa,Walking,M,N,10
1534,2003,July,Unknown,Usa,Surfing,M,N,21
1535,2003,July,Noon,Bahamas,Spearfishing,M,N,39
1536,2003,July,Unknown,Usa,Spearfishing,M,N,Unknown
1537,2003,July,Unknown,French polynesia,Spearfishing,M,N,Unknown
1538,2003,July,Unknown,New zealand,Snorkeling,M,N,Unknown
1539,2003,June,Noon,Usa,Surfing,M,N,17
1540,2003,June,Morning,Usa,Surfing,M,N,15
1541,2003,June,Unknown,Brazil,Unknown,M,Y,Unknown
1542,2003,June,Noon,Usa,Standing,F,N,12
1543,2003,June,Morning,Usa,Swimming,M,N,60
1544,2003,June,Noon,Usa,Swimming,M,N,51
1545,2003,June,Afternoon,Usa,Surfing,M,N,33
1546,2003,June,Noon,Usa,Surfing,Unknown,N,15
1547,2003,June,Unknown,Usa,Swimming,F,N,22
1548,2003,May,Morning,Usa,Surfing,M,N,18
1549,2003,May,Noon,Usa,Wading,M,N,22
1550,2003,May,Noon,Usa,Swimming,M,N,20
1551,2003,May,Noon,Usa,Surfing,M,N,34
1552,2003,May,Noon,Usa,Walking,F,N,9
1553,2003,May,Unknown,Philippines,Unknown,Unknown,N,Unknown
1554,2003,April,Unknown,Brazil,Killing sharks,M,N,Unknown
1555,2003,April,Afternoon,Brazil,Swimming,M,N,16
1556,2003,April,Afternoon,Brazil,Surfing,M,N,17
1557,2003,April,Unknown,Brazil,Swimming,M,N,7
1558,2003,April,Noon,Usa,Surfing,M,N,36
1559,2003,April,Noon,Usa,Surfing,M,N,17
1560,2003,April,Noon,Usa,Surfing,M,N,30
1561,2003,April,Morning,Usa,Surfing,M,N,23
1562,2003,April,Noon,Usa,Surfing,M,N,18
1563,2003,April,Noon,Usa,Jumping,M,N,11
1564,2003,April,Morning,Usa,Surfing,M,N,12
1565,2003,April,Noon,Usa,Swimming,M,N,20
1566,2003,April,,Venezuela,Surfing,M,N,28
1567,2003,April,Dusk,Usa,Surfing,M,N,Unknown
1568,2003,April,Morning,Usa,Surfing,M,N,50
1569,2003,March,Unknown,Usa,Petting captive sharks,F,N,Unknown
1570,2003,February,Noon,New zealand,Scuba diving,M,N,44
1571,2003,February,Dusk,Australia,Wading,M,N,37
1572,2003,February,Noon,Usa,Swimming,M,N,54
1573,2003,February,,Australia,Swimming,M,N,24
1574,2003,February,Morning,Australia,Swimming,M,Y,84
1575,2003,January,,South africa,Unknown,M,Y,14
1576,2003,January,Unknown,Costa rica,Surfing,M,N,Unknown
1577,2003,January,Noon,Australia,Surfing,F,N,Unknown
1578,2002,December,Unknown,Australia,Snorkeling,F,N,18
1579,2002,December,Just after Noon,South africa,Snorkeling,M,N,25
1580,2002,December,Unknown,Australia,Scuba diving,M,N,26
1581,2002,December,Unknown,Australia,Swimming,M,N,11
1582,2002,December,Night,Australia,Swimming,M,Y,23
1583,2002,December,Unknown,Brazil,Surfing,M,Y,19
1584,2002,November,Noon,Micronesia,Scuba diving,M,N,Unknown
1585,2002,November,Morning,Usa,Body boarding,M,N,48
1586,2002,November,Morning,Usa,Swimming,F,N,34
1587,2002,November,Morning,Turks  caicos,Snorkeling,F,N,41
1588,2002,November,Noon,Usa,Surfing,M,N,21
1589,2002,November,Noon,Usa,Boogie boarding,M,N,16
1590,2002,November,Unknown,French polynesia,Fishing,M,N,52
1591,2002,October,Noon,Usa,Swimming,F,N,60
1592,2002,October,Afternoon,Brazil,Swimming,M,Y,36
1593,2002,October,Sunset,Usa,Surfing,M,N,21
1594,2002,October,Noon,Usa,Surfing,M,N,14
1595,2002,October,Noon,Usa,Surfing,M,N,35
1596,2002,October,Noon,Usa,Surfing,M,N,18
1597,2002,Septembrer,Afternoon,Usa,Surfing,M,N,47
1598,2002,Septembrer,Morning,Usa,Surfing,M,N,32
1599,2002,Septembrer,Afternoon,Usa,Fishing,M,N,55
1600,2002,Septembrer,Noon,Usa,Fishing,M,N,Unknown
1601,2002,Septembrer,Afternoon,Tonga,Swimming,M,N,Unknown
1602,2002,Septembrer,,Usa,Boogie boarding,M,N,24
1603,2002,Septembrer,Morning,Usa,Surfing,M,N,35
1604,2002,Septembrer,Afternoon,Brazil,Swimming,M,N,19
1605,2002,Septembrer,Morning,Usa,Body boarding,Unknown,N,Unknown
1606,2002,Septembrer,Afternoon,South africa,Surf skiing,M,N,47
1607,2002,Septembrer,Afternoon,Usa,Boogie boarding,M,N,20
1608,2002,Septembrer,Afternoon,Usa,Wading,M,N,36
1609,2002,August,Afternoon,Usa,Surfing,M,N,16
1610,2002,August,Afternoon,Usa,Swimming,F,N,29
1611,2002,August,Noon,Usa,Surfing,M,N,27
1612,2002,August,Afternoon,Usa,Surfing,M,N,15
1613,2002,August,Noon,Usa,Standing,M,N,15
1614,2002,August,Unknown,United kingdom,Diving,M,N,30
1615,2002,August,Noon,Usa,Standing,M,N,14
1616,2002,July,Evening,Usa,Surfing,M,N,13
1617,2002,July,Afternoon,Usa,Swimming,F,N,15
1618,2002,July,Afternoon,Usa,Surfing,M,N,19
1619,2002,July,S,Usa,Shark fishing,M,Y,41
1620,2002,July,Afternoon,Brazil,Surfing,M,N,22
1621,2002,July,Afternoon,Usa,Standing,F,N,9
1622,2002,June,Morning,Australia,Surfing,M,N,30
1623,2002,June,Noon,Usa,Swimming,F,N,11
1624,2002,June,Unknown,Indonesia,Unknown,Unknown,Y,Unknown
1625,2002,June,Unknown,Papua new guinea,Unknown,Unknown,N,Unknown
1626,2002,June,Unknown,Papua new guinea,Attempting to retreive a dinghy,Unknown,Y,Unknown
1627,2002,June,Noon,Usa,Sitting on surfboard,Unknown,N,Unknown
1628,2002,June,Noon,Usa,Surfing,M,N,28
1629,2002,June,Morning,Usa,Surfing,M,N,50
1630,2002,June,Noon,Usa,Swimming,M,N,10
1631,2002,June,,South africa,Snorkeling,M,N,50
1632,2002,May,Noon,Usa,Surfing,M,N,24
1633,2002,May,Afternoon,Usa,Floating on a raft,M,N,16
1634,2002,May,Afternoon,Usa,Fishing,M,N,55
1635,2002,May,Morning,Usa,Playing in the surf with his 2 dogs,M,N,35
1636,2002,May,Unknown,Costa rica,Surfing,M,N,Unknown
1637,2002,May,Unknown,Papua new guinea,Collecting beche de mer,M,N,14
1638,2002,May,Unknown,Usa,Fishing,M,N,31
1639,2002,May,Afternoon,Brazil,Surfing,M,N,40
1640,2002,May,Unknown,Australia,Fishing,M,N,20
1641,2002,April,Noon,Australia,Scallop diving using surface supplied air  a pod ,M,Y,23
1642,2002,April,Unknown,Australia,Fishing,M,Y,52
1643,2002,April,Morning,Usa,Surfing,M,N,34
1644,2002,April,Noon,Usa,Surfing,M,N,28
1645,2002,April,Afternoon,Australia,Swimming,M,N,45
1646,2002,April,Morning,Bahamas,Standing,M,N,43
1647,2002,April,Afternoon,Usa,Wading,M,N,41
1648,2002,April,Noon,Usa,Swimming,M,N,29
1649,2002,March,Noon,Usa,Body boarding,M,N,17
1650,2002,March,Morning,Usa,Wading,F,N,11
1651,2002,March,Afternoon,Brazil,Swimming,M,Y,16
1652,2002,March,Afternoon,Usa,Swimming,M,N,20
1653,2002,March,Morning,Usa,Snorkeling,M,N,39
1654,2002,March,Morning,Usa,Surfing,M,N,31
1655,2002,March,Unknown,New caledonia,Spearfishing,M,Y,44
1656,2002,February,Unknown,Turks  caicos,Capsized fishing boat,M,Y,Unknown
1657,2002,February,Morning,Australia,Surfing,M,N,30
1658,2002,February,Evening,Fiji,Unknown,M,Y,15
1659,2002,February,Evening,Australia,Kayaking,M,N,35
1660,2002,January,Evening,Australia,Surfing,M,N,20
1661,2002,January,Unknown,Australia,Swimming,M,N,32
1662,2002,January,Night,South africa,Fishing,M,N,16
1663,2002,January,Unknown,Brazil,Swimming,Unknown,Y,Unknown
1664,2002,January,Sunset,South africa,Surf skiing,M,N,26
1665,2002,January,Noon,Usa,Snorkeling,M,N,35
1666,2001,December,Morning,Australia,Surfing,M,N,36
1667,2001,November,Unknown,Australia,Surfing,M,N,49
1668,2001,November,Afternoon,Usa,Surfing,Unknown,N,Unknown
1669,2001,November,Unknown,Australia,Surf skiing,M,N,Unknown
1670,2001,October,Unknown,South africa,Kite boarding,M,N,Unknown
1671,2001,October,Noon,Australia,Snorkeling,F,N,20
1672,2001,Septembrer,Morning,Mexico,Body surfing,M,N,26
1673,2001,Septembrer,P m ,Australia,Unknown,M,N,31
1674,2001,Septembrer,Afternoon,Usa,Surfing,M,N,21
1675,2001,Septembrer,Afternoon,Usa,Surfing,M,N,14
1676,2001,Septembrer,Noon,Usa,Wreck  technical diving,M,Y,42
1677,2001,Septembrer,Afternoon,Usa,Boogie boarding,M,N,6
1678,2001,Septembrer,Noon,Usa,Surfing,M,N,16
1679,2001,Septembrer,Unknown,United kingdom,Diving,M,N,Unknown
1680,2001,Septembrer,Unknown,Usa,Fishing,M,N,44
1681,2001,Septembrer,Afternoon,Usa,Walking,M,N,13
1682,2001,Septembrer,Unknown,Usa,Swimming,F,N,Unknown
1683,2001,Septembrer,Afternoon,Usa,Swimming,M,Y,28
1684,2001,Septembrer,Afternoon,Usa,Swimming,F,N,23
1685,2001,Septembrer,Noon,Usa,Wading,M,N,20
1686,2001,Septembrer,Afternoon,Usa,Swimming,M,Y,10
1687,2001,August,Noon,Bahamas,Spearfishing,M,N,44
1688,2001,August,Noon,Usa,Standing,F,N,29
1689,2001,August,Afternoon,Usa,Wading,M,N,69
1690,2001,August,Afternoon,Usa,Boogie boarding,M,N,18
1691,2001,August,Noon,Usa,Boogie boarding,M,N,18
1692,2001,August,Afternoon,Usa,Surfing,M,N,17
1693,2001,August,Afternoon,Usa,Surfing,M,N,27
1694,2001,August,Noon,Usa,Surfing,M,N,32
1695,2001,August,Noon,Usa,Surfing,F,N,17
1696,2001,August,Noon,Usa,Surfing,F,N,17
1697,2001,August,Noon,Usa,Surfing,M,N,20
1698,2001,August,Noon,Usa,Surfing,M,N,19
1699,2001,August,Morning,Usa,Surfing,M,N,19
1700,2001,August,Afternoon,Bahamas,Spearfishing,M,N,43
1701,2001,August,Unknown,Thailand,Fell off banana boat,M,N,21
1702,2001,August,Unknown,Usa,Unknown,F,N,Unknown
1703,2001,August,Morning,Bahamas,Swimming,M,N,36
1704,2001,August,Unknown,Italy,Fishing,Unknown,N,Unknown
1705,2001,July,Unknown,Usa,Unknown,F,N,Unknown
1706,2001,July,Afternoon,Usa,Unknown,M,N,Unknown
1707,2001,July,Unknown,Usa,Unknown,F,N,Unknown
1708,2001,July,Unknown,Usa,Fishing,Unknown,N,Unknown
1709,2001,July,Noon,Usa,Surfing,M,N,48
1710,2001,July,Noon,Usa,Boogie boarding,M,N,18
1711,2001,July,Evening,Mexico,Surfing,M,N,42
1712,2001,July,Dusk,Usa,Swimming,M,N,8
1713,2001,July,Unknown,Usa,Unknown,Unknown,N,Unknown
1714,2001,July,Afternoon,Usa,Floating face down in knee deep water,M,N,35
1715,2001,June,Unknown,Usa,Swimming,M,N,14
1716,2001,June,Morning,Usa,Spearfishing,M,N,52
1717,2001,June,Unknown,Australia,Hiking on the beach,M,Y,75
1718,2001,June,S,Usa,Wading,F,N,29
1719,2001,May,Unknown,Usa,Unknown,M,N,16
1720,2001,May,Unknown,Usa,Swimming,M,N,11
1721,2001,May,Evening,Usa,Swimming,M,N,Unknown
1722,2001,May,Unknown,Philippines,Shark fishing,M,N,24
1723,2001,May,Unknown,Madagascar,Unknown,M,Y,Unknown
1724,2001,May,Unknown,South africa,Surfing,M,N,26
1725,2001,May,Afternoon,Australia,Surfing,M,N,33
1726,2001,May,Evening,Usa,Surfing,M,N,45
1727,2001,May,Unknown,Fiji,Spearfishing,M,Y,Unknown
1728,2001,April,Afternoon,Usa,Boogie boarding,M,N,14
1729,2001,April,Noon,Usa,Surfing,M,N,16
1730,2001,April,Morning,Usa,Surfing,M,N,12
1731,2001,April,Afternoon,Usa,Unknown,M,N,30
1732,2001,April,Afternoon,Usa,Surfing,M,N,38
1733,2001,April,Afternoon,Usa,Surfing,M,N,21
1734,2001,April,Noon,Usa,Body boarding,M,N,12
1735,2001,April,Noon,Usa,Surfing,M,N,22
1736,2001,April,8 Night pm,Usa,Surfing,M,N,19
1737,2001,April,Noon,Usa,Surfing,M,N,22
1738,2001,April,Morning,Usa,Surfing,M,N,Unknown
1739,2001,April,Unknown,Usa,Surfing,Unknown,N,16
1740,2001,April,Morning,South africa,Surfing,M,N,46
1741,2001,April,Unknown,Australia,Snorkeling,M,N,Unknown
1742,2001,April,Noon,Usa,Standing,M,N,26
1743,2001,April,Unknown,Brazil,Batin,F,N,12
1744,2001,April,Morning,Australia,Surfing,M,N,40
1745,2001,March,Noon,Usa,Body boarding,M,N,Unknown
1746,2001,March,Unknown,Usa,Surfing,M,N,Unknown
1747,2001,March,Unknown,Brazil,Attempting to catch a crocodile,M,N,12
1748,2001,March,Unknown,Brazil,Swimming,M,Y,20
1749,2001,March,Unknown,Caribbean sea,Sinking of the 40 esperanza off st maartin with 36 refugees on board,Unknown,Y,Unknown
1750,2001,February,Unknown,Australia,Fishing,Unknown,N,Unknown
1751,2001,February,Unknown,Malaysia,Unknown,F,Y,Unknown
1752,2001,February,Afternoon,Australia,Surfing,M,N,40
1753,2001,January,Unknown,Australia,Kayaking,M,N,35
1754,2001,January,Unknown,Cuba,Swimming,F,N,55
1755,2001,January,Unknown,Australia,Fishing,Unknown,N,Unknown
1756,2001,January,Unknown,Usa,Surfing,M,N,Unknown
1757,2001,January,Unknown,New zealand,Kayaking,M,N,Unknown
1758,2000,December,Unknown,Australia,Scuba diving,M,N,23
1759,2000,December,Noon,Fiji,Swimming,M,Y,47
1760,2000,December,Unknown,Australia,Fishing,Unknown,N,Unknown
1761,2000,December,Unknown,Canada,Diving,M,N,30
1762,2000,December,Morning,Australia,Spearfishing,M,N,38
1763,2000,December,Unknown,New zealand,Surfing,F,Y,Unknown
1764,2000,November,Unknown,Australia,Diving,M,N,28
1765,2000,November,Unknown,Australia,Shipwrecked,M,Y,47
1766,2000,November,Noon,Usa,Swimming,M,N,73
1767,2000,November,Unknown,Usa,Walking,F,N,27
1768,2000,November,Morning,Australia,Swimming,M,N,52
1769,2000,November,Morning,Australia,Swimming,M,Y,49
1770,2000,November,Afternoon,Usa,Surfing,M,N,27
1771,2000,October,Evening,Australia,Fishing,Unknown,N,31
1772,2000,October,Afternoon,Usa,Surfing,M,N,23
1773,2000,October,Noon,Usa,Swimming,F,N,56
1774,2000,October,Afternoon,Usa,Swimming,M,N,69
1775,2000,October,Morning,Usa,Surfing,M,N,17
1776,2000,October,Noon,Usa,Surfing,M,N,23
1777,2000,October,Noon,Usa,Body surfing,M,N,11
1778,2000,October,Afternoon,Usa,Surfing,M,N,24
1779,2000,Septembrer,Morning,Usa,Sitting on surfboard,M,N,Unknown
1780,2000,Septembrer,Noon,Australia,Surfing,M,Y,17
1781,2000,Septembrer,Morning,Australia,Surfing,M,Y,25
1782,2000,Septembrer,Unknown,Australia,Fell onto dead shark,M,N,12
1783,2000,Septembrer,Afternoon,Okinawa,Surfing,M,Y,31
1784,2000,Septembrer,Unknown,Usa,Unknown,Unknown,N,Unknown
1785,2000,Septembrer,Afternoon,Usa,Standing,M,N,49
1786,2000,Septembrer,Noon,Usa,Surfing,F,N,26
1787,2000,Septembrer,Noon,Usa,Swimming,M,N,25
1788,2000,Septembrer,Afternoon,Usa,Swimming,M,N,8
1789,2000,Septembrer,Noon,South africa,Free diving,M,N,48
1790,2000,Septembrer,Unknown,Tanzania,Swimming,M,Y,28
1791,2000,Septembrer,Noon,Usa,Wading,M,N,40
1792,2000,Septembrer,Afternoon,Reunion,Surfing,M,N,27
1793,2000,Septembrer,Unknown,Tanzania,Swimming,Unknown,Y,Unknown
1794,2000,August,Noon,Usa,Swimming,M,N,47
1795,2000,August,Afternoon,Usa,Jumped into the water,M,Y,69
1796,2000,August,Unknown,Usa,Conducting research,M,N,Unknown
1797,2000,August,Unknown,Usa,Swimming,M,N,Unknown
1798,2000,August,Noon,Usa,Windsurfing,M,N,53
1799,2000,August,Afternoon,Usa,Surfing,M,N,27
1800,2000,August,Afternoon,Usa,Standing,F,N,44
1801,2000,August,Possibly same incident as 2Night0 Morning Evening,Usa,Swimming,M,N,Unknown
1802,2000,August,Unknown,Usa,Attempting to illegally enter the usa,M,Y,23
1803,2000,August,Unknown,Tanzania,Swimming,Unknown,Y,Unknown
1804,2000,July,Unknown,Usa,Unknown,M,N,5
1805,2000,July,Unknown,Usa,Snorkeling,F,N,45
1806,2000,July,Unknown,Usa,Surfing,M,N,16
1807,2000,July,Unknown,Usa,Surfing,M,N,14
1808,2000,July,Unknown,South africa,Surfing,M,N,15
1809,2000,July,Unknown,South africa,Surfing,M,N,18
1810,2000,July,Dusk,South africa,Surfing,M,N,Unknown
1811,2000,July,Unknown,Tonga,Scuba diving,M,N,69
1812,2000,July,Afternoon,Usa,Wading,M,N,13
1813,2000,July,Afternoon,Usa,Swimming,M,N,41
1814,2000,July,Unknown,Usa,Jumping,M,N,5
1815,2000,July,Afternoon,Usa,Playing,F,N,12
1816,2000,July,Afternoon,Usa,Wading,F,N,20
1817,2000,July,Noon,Usa,Spearfishing,F,N,55
1818,2000,July,Afternoon,Usa,Wading,F,N,13
1819,2000,July,Noon,Usa,Standing,F,N,19
1820,2000,July,Unknown,Tanzania,Swimming,Unknown,Y,Unknown
1821,2000,June,Unknown,Papua new guinea,Unknown,M,Y,Unknown
1822,2000,June,Unknown,New zealand,Fishing,M,N,Unknown
1823,2000,June,Morning,Usa,Standing,M,N,52
1824,2000,June,Noon,Usa,Sailing,Unknown,N,Unknown
1825,2000,June,Afternoon,Usa,Surfing,M,N,17
1826,2000,June,Morning,Usa,Swimming,M,N,55
1827,2000,June,Morning,Usa,Swimming,M,N,44
1828,2000,June,Noon,Usa,Snorkeling,M,N,13
1829,2000,June,Unknown,Tanzania,Swimming,M,Y,Unknown
1830,2000,May,Unknown,New caledonia,Air disaster  piper aircraft crashed into the sea killing all on board,Unknown,Y,Unknown
1831,2000,May,Unknown,Australia,Unknown,Unknown,Y,Unknown
1832,2000,May,Unknown,Papua new guinea,Standing,M,N,9
