Year,Country,Sex,Activity,Type,Fatal
2005,USA,M,Fishing,Unprovoked,N
2005,USA,F,Swimming with boogie board,Unprovoked,Y
2005,Vanuatu,F,Swimming,Unprovoked,Y
2005,Mexico,M,Surfing,Unprovoked,N
2005,USA,M,Swimming,Invalid,N
2005,USA,M,Swimming,Unprovoked,N
2005,South Korea,F,Diving,Unprovoked,N
2005,USA,F,Boogie boarding,Unprovoked,N
2005,USA,M,Surfing,Invalid,N
2005,South Africa,M,Spearfishing (Free diving),Unprovoked,Y
2005,USA,M,Wading,Unprovoked,N
2005,USA,M,Swimming,Unprovoked,N
2005,USA,F,Crouching in 2' of water,Unprovoked,N
2005,South Africa,M,Surfing,Unprovoked,N
2005,Australia,M,Spearfishing,Unprovoked,N
2005,USA,Unkown,Kayaking,Unprovoked,N
2005,Madagascar,M,Fishing,Unprovoked,N
2005,USA,M,Sea Disaster,Sea Disaster,N
2005,USA,M,Surfing,Unprovoked,N
2005,Australia,M,Fishing,Provoked,N
2005,Australia,Unkown,,Unprovoked,N
2005,Australia,M,Spearfishing,Unprovoked,N
2005,Australia,M,Surfing,Unprovoked,N
2005,USA,F,Wading,Unprovoked,N
2005,USA,M,Surfing,Invalid,N
2005,USA,M,Surfing,Unprovoked,N
2005,USA,F,,Unprovoked,N
2005,Honduras,F,SCUBA Diving,Invalid,N
2005,South Africa,M,Surfing,Unprovoked,N
2005,Australia,M,Surfing,Unprovoked,N
2005,Venezuela,M,Surfing,Unprovoked,N
2005,Australia,M,Snorkeling,Unprovoked,Y
2005,USA,M,Diving in aquarium display tank,Provoked,N
2005,South Africa,M,,Invalid,N
2005,New Zealand,M,Fishing,Provoked,N
2005,Solomon Islands,M,Diving,Unprovoked,N
2005,Australia,M,Swimming,Unprovoked,N
2005,USA,M,Spearfishing,Provoked,N
2005,USA,M,Surfing,Unprovoked,N
2005,USA,M,Spearfishing,Unprovoked,N
2005,Brazil,M,Surfing,Unprovoked,N
2005,Cuba,M,Swimming,Unprovoked,N
2005,Australia,M,Spearfishing,Provoked,N
2005,Australia,Unkown,Attempting to drive shark away from sailing regatta,Provoked,N
2005,New Zealand,M,Fishing from a kayak,Unprovoked,N
2004,Sri Lanka,F,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",Invalid,N
2004,Australia,M,Scurfing (surfboard being  towed behind a boat),Unprovoked,Y
2004,Australia,M,Spearfishing,Unprovoked,Y
2004,South Africa,M,Surfing,Unprovoked,N
2004,South Africa,M,Playing,Unprovoked,N
2004,South Africa,F,Swimming,Unprovoked,Y
2004,USA,Unkown,Surfing,Unprovoked,N
2004,Vanuatu,M,Snorkeling,Unprovoked,N
2004,New Caledonia,Unkown,Diving,Unprovoked,N
2004,Cuba,M,Diving,Unprovoked,N
2004,New Zealand,Unkown,,Invalid,N
2004,South Africa,M,Chumming for white sharks,Unprovoked,N
2004,Australia,M,Surfing,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,USA,M,Spearfishing,Unprovoked,N
2004,South Africa,M,Surfing,Unprovoked,N
2004,Reunion,M,Body boarding,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,Australia,Unkown,Spearfishing/ filming,Boat,N
2004,USA,M,Surfing,Unprovoked,N
2004,USA,M,Surf fishing,Invalid,N
2004,Brazil,Unkown,Swimming,Unprovoked,Y
2004,USA,F,Jumping,Unprovoked,N
2004,USA,F,Walking,Unprovoked,N
2004,Brazil,M,Bathing,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,USA,M,Diving,Unprovoked,Y
2004,USA,M,Swimming,Unprovoked,N
2004,Australia,M,Spearfishing,Unprovoked,N
2004,South Africa,Unkown,Fishing,Boat,N
2004,USA,F,Surfing,Unprovoked,N
2004,Russia,M,Diving & fishing with net,Unprovoked,N
2004,USA,F,Surfing,Unprovoked,N
2004,USA,F,Swimming,Unprovoked,N
2004,USA,F,Swimming,Unprovoked,N
2004,USA,M,Wading / fishing & carrying a bag of fish,Unprovoked,N
2004,Australia,Unkown,Fishing,Boat,N
2004,Japan,M,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Unprovoked,N
2004,Australia,M,Surfing,Unprovoked,Y
2004,Egypt,F,Snorkeling,Unprovoked,N
2004,USA,M,Wading,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,Australia,M,Crayfishing,Invalid,N
2004,USA,F,In water with diving seabirds,Unprovoked,N
2004,Australia,M,Body boarding,Unprovoked,N
2004,USA,M,Swimming,Unprovoked,N
2004,South Africa,M,"Swimming, poaching perlemoen",Unprovoked,Y
2004,USA,M,Wading,Unprovoked,N
2004,Brazil,M,Swimming,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,USA,M,Boogie-boarding / swimming,Unprovoked,N
2004,USA,M,Swimming,Invalid,N
2004,USA,F,,Unprovoked,N
2004,Brazil,F,Wading,Unprovoked,N
2004,Bahamas,M,Free diving & spearfishing,Provoked,N
2004,USA,M,Tandem surfing,Unprovoked,N
2004,Brazil,M,Swimming,Unprovoked,Y
2004,Australia,M,Diving,Unprovoked,N
2004,New Zealand,Unkown,Fishing,Boat,N
2004,Tonga,M,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Unprovoked,Y
2004,Tonga,M,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Invalid,Y
2004,USA,M,Surfing,Unprovoked,Y
2004,South Africa,M,Surfing,Unprovoked,N
2004,USA,F,Surfing,Invalid,Y
2004,USA,M,,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,Brazil,M,Body boarding,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,Reunion,M,Surfing,Unprovoked,N
2004,USA,M,Swimming,Unprovoked,N
2004,USA,F,Snorkeling,Unprovoked,N
2004,New Zealand,M,Spearfishing,Unprovoked,N
2004,USA,M,Surfing,Unprovoked,N
2004,Australia,M,Spearfishing,Unprovoked,N
2004,Brazil,M,Swimming,Unprovoked,Y
2004,New Zealand,M,Surfing,Unprovoked,N
2004,Australia,M,Swimming,Unprovoked,N
2004,Australia,M,Free diving & spearfishing,Invalid,Y
2004,Egypt,M,Snorkeling,Unprovoked,Y
2004,Australia,M,Snorkeling,Unprovoked,N
2004,Australia,M,Scuba diving,Unprovoked,N
2004,Uruguay,M,Surfing,Unprovoked,N
2004,New Zealand,M,Boogie boarding,Invalid,N
2004,Venezuela,M,Swimming,Unprovoked,N
2004,Venezuela,M,Spearfishing,Unprovoked,N
2004,South Africa,M,Surf skiing,Boat,N
2004,Australia,M,Diving,Unprovoked,N
2004,South Africa,M,Surfing,Unprovoked,N
2004,New Zealand,M,Kayaking (returning from spearfishing),Invalid,N
2004,Egypt,Unkown,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Sea Disaster,Y
2004,Australia,M,Surfing,Unprovoked,N
2003,South Africa,Unkown,,Boat,N
2003,USA,M,Swimming,Invalid,N
2003,USA,M,Swimming,Unprovoked,N
2003,New Zealand,M,Swimming / shipwreck,Unprovoked,Y
2003,Australia,M,Surfing amid a shoal of sharks,Unprovoked,N
2003,Australia,M,Swimming,Unprovoked,N
2003,Australia,M,Swimming,Unprovoked,N
2003,South Africa,M,Spearfishing,Unprovoked,Y
2003,USA,F,Surfing,Unprovoked,N
2003,India,M,Swimming or surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,Egypt,M,Snorkeling,Unprovoked,N
2003,South Africa,Unkown,Surf skiing,Unprovoked,N
2003,Australia,M,Standing,Unprovoked,N
2003,Panama,M,Spearfishing,Provoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,Australia,M,Surfing,Unprovoked,N
2003,USA,F,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Snorkeling,Invalid,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Swimming to shore from boat or kayak,Invalid,Y
2003,USA,F,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Provoked,N
2003,USA,M,Sitting on surfboard,Unprovoked,N
2003,USA,F,Wading near a fishing net,Unprovoked,N
2003,Fiji,M,Wading to shore from his boat,Unprovoked,Y
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,South Africa,Unkown,Fishing ,Boat,N
2003,USA,F,Swimming,Invalid,N
2003,USA,M,Body boarding,Unprovoked,N
2003,USA,M,"Standing, stepped on shark",Unprovoked,N
2003,South Africa,M,Body boarding,Unprovoked,Y
2003,USA,M,Wade-fishing,Unprovoked,N
2003,USA,M,Fishing,Provoked,N
2003,USA,F,"Swimming, wearing black wetsuit & swim fins",Unprovoked,Y
2003,USA,M,Swimming,Invalid,N
2003,South Africa,M,Sitting on surfboard,Unprovoked,N
2003,Australia,M,Surf skiing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,F,Wading,Unprovoked,N
2003,Bahamas,M,Spearfishing,Unprovoked,N
2003,USA,M,"Walking, carrying surfboard & stepped on shark",Provoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,Bahamas,M,Spearfishing,Unprovoked,N
2003,USA,M,Spearfishing,Unprovoked,N
2003,French Polynesia,M,Spearfishing,Unprovoked,N
2003,New Zealand,M,Snorkeling,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,Brazil,M,,Unprovoked,Y
2003,USA,F,Standing,Unprovoked,N
2003,USA,M,Swimming with pod of dolphins,Unprovoked,N
2003,USA,M,Swimming,Unprovoked,N
2003,USA,M,Surfing ,Unprovoked,N
2003,USA,Unkown,Surfing,Unprovoked,N
2003,USA,F,Swimming,Invalid,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Wading,Unprovoked,N
2003,USA,M,Swimming,Unprovoked,N
2003,USA,M,Surfing,Provoked,N
2003,USA,F,Walking,Unprovoked,N
2003,Philippines,Unkown,,Unprovoked,N
2003,Brazil,M,Killing  sharks,Provoked,N
2003,Brazil,M,Swimming ,Unprovoked,N
2003,Brazil,M,Surfing,Unprovoked,N
2003,Brazil,M,Swimming,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Jumping,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Swimming (using a float),Unprovoked,N
2003,Venezuela,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,M,Surfing,Unprovoked,N
2003,USA,F,Petting captive sharks,Provoked,N
2003,New Zealand,M,Scuba diving,Unprovoked,N
2003,Australia,M,Wading,Unprovoked,N
2003,USA,M,Swimming,Unprovoked,N
2003,Australia,M,Swimming,Unprovoked,N
2003,Australia,M,Swimming,Unprovoked,Y
2003,South Africa,M,Unknown,Invalid,Y
2003,Costa Rica,M,Surfing,Unprovoked,N
2003,Australia,F,Surfing,Unprovoked,N
2002,Australia,F,Snorkeling,Unprovoked,N
2002,South Africa,M,Snorkeling,Unprovoked,N
2002,Australia,M,Scuba diving,Unprovoked,N
2002,Australia,M,Swimming,Invalid,N
2002,Australia,M,Swimming,Unprovoked,Y
2002,Brazil,M,Surfing,Unprovoked,Y
2002,Micronesia,M,Scuba diving,Unprovoked,N
2002,USA,M,Body boarding,Unprovoked,N
2002,USA,F,Swimming,Unprovoked,N
2002,Turks & Caicos,F,Snorkeling,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Boogie boarding,Unprovoked,N
2002,French Polynesia,M,"Fishing, standing in 2' of water",Unprovoked,N
2002,USA,F,Swimming,Unprovoked,N
2002,Brazil,M,Swimming,Unprovoked,Y
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Fishing from Surfboard,Unprovoked,N
2002,USA,M,Fishing,Provoked,N
2002,Tonga,M,Swimming,Provoked,N
2002,USA,M,Boogie boarding or Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,Brazil,M,Swimming,Unprovoked,N
2002,USA,Unkown,Body boarding,Unprovoked,N
2002,South Africa,M,Surf skiing,Unprovoked,N
2002,USA,M,Boogie boarding,Unprovoked,N
2002,USA,M,"Wading, when he stepped on the shark",Provoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,F,Swimming,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Standing,Unprovoked,N
2002,United Kingdom,M,Diving,Provoked,N
2002,USA,M,Standing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,F,Swimming,Unprovoked,N
2002,USA,M,Surfing,Provoked,N
2002,USA,M,Shark Fishing,Provoked,Y
2002,Brazil,M,Surfing,Unprovoked,N
2002,USA,F,Standing,Unprovoked,N
2002,Australia,M,Surfing,Unprovoked,N
2002,USA,F,Swimming,Unprovoked,N
2002,Indonesia,Unkown,,Invalid,Y
2002,Papua New Guinea,Unkown,,Unprovoked,N
2002,Papua New Guinea,Unkown,Attempting to retreive a dinghy,Unprovoked,Y
2002,USA,Unkown,Sitting on surfboard,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Swimming,Unprovoked,N
2002,South Africa,M,Snorkeling (filming the sardine run),Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,USA,M,Floating on a raft,Unprovoked,N
2002,USA,M,"Fishing, removing the shark from his line",Provoked,N
2002,USA,M,Playing in the surf with his 2 dogs,Unprovoked,N
2002,Costa Rica,M,Surfing,Unprovoked,N
2002,Papua New Guinea,M,Collecting beche-de-mer,Unprovoked,N
2002,USA,M,Fishing,Unprovoked,N
2002,Brazil,M,Surfing,Unprovoked,N
2002,Australia,M,Fishing from prawn trawler,Provoked,N
2002,Australia,M,Scallop diving (using surface-supplied air & a POD) ,Unprovoked,Y
2002,Australia,M,Fishing (Drowned 2-Apr-2002),Invalid,Y
2002,USA,M,"Surfing, but standing in water alongside board",Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,Australia,M,Swimming,Unprovoked,N
2002,Bahamas,M,Standing,Unprovoked,N
2002,USA,M,Wading,Unprovoked,N
2002,USA,M,Swimming / Wading,Unprovoked,N
2002,USA,M,Body-boarding,Unprovoked,N
2002,USA,F,Wading,Unprovoked,N
2002,Brazil,M,Swimming,Unprovoked,Y
2002,USA,M,Swimming /  boogie boarding,Unprovoked,N
2002,USA,M,Snorkeling,Unprovoked,N
2002,USA,M,Surfing,Unprovoked,N
2002,New Caledonia,M,Spearfishing,Invalid,Y
2002,Turks & Caicos,M,Capsized fishing boat,Unprovoked,Y
2002,Australia,M,Surfing,Unprovoked,N
2002,Fiji,M,,Unprovoked,Y
2002,Australia,M,Kayaking,Unprovoked,N
2002,Australia,M,Surfing,Unprovoked,N
2002,Australia,M,Swimming,Unprovoked,N
2002,South Africa,M,Fishing,Unprovoked,N
2002,Brazil,Unkown,Swimming,Unprovoked,Y
2002,South Africa,M,Surf skiing,Unprovoked,N
2002,USA,M,Snorkeling,Unprovoked,N
2001,Australia,M,Surfing,Invalid,N
2001,Australia,M,Surfing,Unprovoked,N
2001,USA,Unkown,Surfing,Unprovoked,N
2001,Australia,M,Surf-skiing,Invalid,N
2001,South Africa,M,Kite-Boarding,Unprovoked,N
2001,Australia,F,Snorkeling,Unprovoked,N
2001,Mexico,M,Body surfing,Unprovoked,N
2001,Australia,M,,Boat,N
2001,USA,M,"Surfing, fell off surfboard & stepped on the shark.",Provoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Wreck / Technical diving,Invalid,Y
2001,USA,M,Boogie boarding,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,United Kingdom,M,Diving,Provoked,N
2001,USA,M,Fishing,Provoked,N
2001,USA,M,Walking in shallows,Unprovoked,N
2001,USA,F,Swimming,Invalid,N
2001,USA,M,Swimming ,Unprovoked,Y
2001,USA,F,Swimming,Unprovoked,N
2001,USA,M,Wading,Unprovoked,N
2001,USA,M,Swimming ,Unprovoked,Y
2001,Bahamas,M,Spearfishing,Unprovoked,N
2001,USA,F,Standing,Unprovoked,N
2001,USA,M,Wading,Unprovoked,N
2001,USA,M,Boogie Boarding,Unprovoked,N
2001,USA,M,Boogie Boarding,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,F,Surfing,Unprovoked,N
2001,USA,F,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,Bahamas,M,Spearfishing,Unprovoked,N
2001,Thailand,M,Fell off banana boat,Unprovoked,N
2001,USA,F,,Unprovoked,N
2001,Bahamas,M,Swimming,Unprovoked,N
2001,Italy,Unkown,Fishing,Boat,N
2001,USA,F,,Unprovoked,N
2001,USA,M,,Unprovoked,N
2001,USA,F,,Unprovoked,N
2001,USA,Unkown,Fishing,Boat,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Boogie boarding,Unprovoked,N
2001,Mexico,M,Surfing,Unprovoked,N
2001,USA,M,Swimming,Unprovoked,N
2001,USA,Unkown,,Unprovoked,N
2001,USA,M,Floating face-down in knee-deep water,Unprovoked,N
2001,USA,M,Swimming,Unprovoked,N
2001,USA,M,Spearfishing,Provoked,N
2001,Australia,M,Hiking on the beach,Invalid,Y
2001,USA,F,Wading,Unprovoked,N
2001,USA,M,,Unprovoked,N
2001,USA,M,Swimming,Unprovoked,N
2001,USA,M,Swimming,Unprovoked,N
2001,Philippines,M,Shark fishing,Provoked,N
2001,Madagascar,M,,Invalid,Y
2001,South Africa,M,Surfing,Unprovoked,N
2001,Australia,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,Fiji,M,"Spearfishing, carrying his catch",Unprovoked,Y
2001,USA,M,Boogie boarding,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Body boarding,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,USA,Unkown,Surfing,Unprovoked,N
2001,South Africa,M,Surfing,Unprovoked,N
2001,Australia,M,Snorkeling,Provoked,N
2001,USA,M,Standing alongside surfboard,Unprovoked,N
2001,Brazil,F,Batin,Unprovoked,N
2001,Australia,M,Surfing,Unprovoked,N
2001,USA,M,Body-boarding,Unprovoked,N
2001,USA,M,Surfing,Unprovoked,N
2001,Brazil,M,Attempting to catch a crocodile,Invalid,N
2001,Brazil,M,Swimming,Unprovoked,Y
2001,Caribbean Sea,Unkown,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Sea Disaster,Y
2001,Australia,Unkown,Fishing for whiting,Boat,N
2001,Malaysia,F,Unknown,Invalid,Y
2001,Australia,M,Surfing,Unprovoked,N
2001,Australia,M,Kayaking,Boat,N
2001,Cuba,F,Swimming,Unprovoked,N
2001,Australia,Unkown,Fishing,Boat,N
2001,USA,M,Surfing,Unprovoked,N
2001,New Zealand,M,Kayaking,Boat,N
2000,Australia,M,Scuba diving,Unprovoked,N
2000,Fiji,M,Swimming back from anchored sailboat,Unprovoked,Y
2000,Australia,Unkown,Fishing for whiting,Boat,N
2000,Canada,M,Diving for sea urchins,Unprovoked,N
2000,Australia,M,Spearfishing,Unprovoked,N
2000,New Zealand,F,Surfing,Unprovoked,Y
2000,Australia,M,Diving (shell maintenance),Unprovoked,N
2000,Australia,M,Shipwrecked,Invalid,Y
2000,USA,M,Swimming,Unprovoked,N
2000,USA,F,Walking,Invalid,N
2000,Australia,M,Swimming,Unprovoked,N
2000,Australia,M,Swimming,Unprovoked,Y
2000,USA,M,Surfing,Unprovoked,N
2000,Australia,Unkown,Fishing ,Boat,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,F,Swimming / snorkeling,Unprovoked,N
2000,USA,M,Swimming,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,M,Body surfing,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,M,Sitting on surfboard,Unprovoked,N
2000,Australia,M,Surfing,Unprovoked,Y
2000,Australia,M,Surfing,Unprovoked,Y
2000,Australia,M,Fell onto dead shark,Provoked,N
2000,Okinawa,M,Surfing,Unprovoked,Y
2000,USA,Unkown,,Unprovoked,N
2000,USA,M,Standing / surfing,Unprovoked,N
2000,USA,F,Surfing,Unprovoked,N
2000,USA,M,Swimming / Body surfing,Unprovoked,N
2000,USA,M,Swimming,Unprovoked,N
2000,South Africa,M,Free diving,Unprovoked,N
2000,Tanzania,M,Swimming,Unprovoked,Y
2000,USA,M,Wading,Unprovoked,N
2000,Reunion,M,Surfing,Unprovoked,N
2000,Tanzania,Unkown,Swimming,Unprovoked,Y
2000,USA,M,Swimming,Unprovoked,N
2000,USA,M,Jumped into the water,Unprovoked,Y
2000,USA,M,Conducting research,Provoked,N
2000,USA,M,Swimming out to porpoises ,Unprovoked,N
2000,USA,M,"Windsurfing, but sitting on his board",Unprovoked,N
2000,USA,M,Surfing / Wading,Unprovoked,N
2000,USA,F,Standing,Unprovoked,N
2000,USA,M,Swimming ,Invalid,N
2000,USA,M,Attempting to illegally enter the USA,Invalid,Y
2000,Tanzania,Unkown,Swimming,Unprovoked,Y
2000,USA,M,,Unprovoked,N
2000,USA,F,Snorkeling,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,South Africa,M,Surfing,Unprovoked,N
2000,South Africa,M,Surfing,Unprovoked,N
2000,South Africa,M,Surfing,Unprovoked,N
2000,Tonga,M,Scuba diving,Unprovoked,N
2000,USA,M,Wading,Unprovoked,N
2000,USA,M,Swimming ,Unprovoked,N
2000,USA,M,Jumping,Unprovoked,N
2000,USA,F,Playing,Unprovoked,N
2000,USA,F,Wading,Unprovoked,N
2000,USA,F,"Spearfishing, holding mesh bag with speared fish",Unprovoked,N
2000,USA,F,Wading,Unprovoked,N
2000,USA,F,Standing,Unprovoked,N
2000,Tanzania,Unkown,Swimming,Unprovoked,Y
2000,Papua New Guinea,M,,Unprovoked,Y
2000,New Zealand,M,Fishing,Boat,N
2000,USA,M,Standing,Unprovoked,N
2000,USA,Unkown,Sailing,Boat,N
2000,USA,M,Surfing,Unprovoked,N
2000,USA,M,Swimming,Unprovoked,N
2000,USA,M,Swimming ,Unprovoked,N
2000,USA,M,Snorkeling,Unprovoked,N
2000,Tanzania,M,Swimming,Unprovoked,Y
2000,New Caledonia,Unkown,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",Sea Disaster,Y
2000,Australia,Unkown,,Invalid,Y
2000,Papua New Guinea,M,Standing,Unprovoked,N
2000,Papua New Guinea,M,Diving,Unprovoked,Y
2000,USA,M,Walking,Unprovoked,N
2000,USA,M,Boogie boarding / wading,Unprovoked,N
2000,USA,M,Fishing,Unprovoked,N
2000,Australia,M,Swimming,Unprovoked,N
2000,USA,F,Boogie boarding,Unprovoked,N
2000,USA,M,Surfing,Unprovoked,N
2000,New Caledonia,M,Spearfishing,Unprovoked,Y
2000,Australia,M,Surfing,Unprovoked,N
2000,Australia,Unkown,Rowing,Boat,N
2000,Australia,Unkown,Rowing,Boat,N
2000,New Zealand,M,Kayaking,Invalid,Y
2000,Australia,M,Swimming,Unprovoked,N
2000,USA,M,Spearfishing,Unprovoked,N
2000,USA,M,,Unprovoked,N
2000,South Africa,M,Body surfing,Unprovoked,N
2000,England,M,Feeding prawns to captive sharks,Provoked,N
2000,New Zealand,M,Surfing,Unprovoked,N
2000,Australia,M,Surfing,Unprovoked,N
2000,Reunion,M,Canoe with 3 men onboard sank,Boat,Y
2000,Thailand,M,Diving,Unprovoked,Y
2000,USA,M,Fishing for tarpon,Boat,N
1999,New Zealand,M,Surfing,Unprovoked,N
1999,New Zealand,F,Swimming,Unprovoked,N
1999,New Zealand,F,Bathing,Unprovoked,N
1999,Brazil,M,Surfing,Unprovoked,N
1999,USA,M,Scuba diving,Invalid,Y
1999,Brazil,M,Spearfishing,Invalid,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,F,Swimming,Unprovoked,N
1999,USA,M,Surfing (sitting on his board),Unprovoked,N
1999,South Africa,M,Surfing,Unprovoked,N
1999,Brazil,M,"Spearfishing, but swimming at surface",Unprovoked,N
1999,Marshall Islands,M,Swimming,Unprovoked,N
1999,Marshall Islands,M,Swimming,Unprovoked,N
1999,USA,M,Body boarding,Unprovoked,N
1999,USA,M,Body surfing,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,"Surfing, lying on surfboard",Unprovoked,N
1999,USA,M,Wading to shore after surfing,Unprovoked,N
1999,Italy,Unkown,Fishing,Boat,N
1999,USA,F,Wading,Unprovoked,N
1999,USA,F,Wading,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,Wading,Provoked,N
1999,USA,M,Wading with surfboard,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,Marshall Islands,M,Fishing,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,Lying prone in 2' of water,Unprovoked,N
1999,USA,M,Body surfing,Unprovoked,N
1999,Bahamas,M,Spearfishing & holding catch,Unprovoked,N
1999,South Africa,M,Surfing,Unprovoked,N
1999,USA,M,Swimming with dolphins,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,South Africa,M,Boogie boarding,Unprovoked,Y
1999,USA,M,,Unprovoked,N
1999,USA,F,Wading in school of baitfish,Unprovoked,N
1999,South Africa,M,Surfing,Unprovoked,N
1999,USA,M,Adrift in a life jacket,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,USA,M,Swimming,Unprovoked,N
1999,USA,M,Splashing / wading,Unprovoked,N
1999,Australia,M,Windsurfing,Unprovoked,Y
1999,Brazil,M,Surfing,Unprovoked,N
1999,Mauritius,F,Swimming,Unprovoked,N
1999,Reunion,M,Swimming after being swept into sea by a large wave,Unprovoked,Y
1999,USA,M,Surfing,Unprovoked,N
1999,New Zealand,M,Spearfishing & diving for paua,Unprovoked,N
1999,Brazil,M,Scientific research (Dr. Sonny Gruber's student),Provoked,N
1999,USA,F,"Swimming, towing a kayak",Unprovoked,Y
1999,New Caledonia,M,Spearfishing,Unprovoked,N
1999,New Zealand,M,Fishing,Provoked,N
1999,USA,M,Body surfing or body boarding,Unprovoked,N
1999,USA,F,Swimming near pod of whales,Unprovoked,N
1999,USA,Unkown,Cruising,Boat,N
1999,Australia,M,Surfing,Unprovoked,N
1999,USA,M,Surfing,Unprovoked,N
1999,Mauritius,M,Spearfishing,Unprovoked,N
